INCOME,District_1,ALL,4462,ALL
INCOME,District_1,ALL,115,U_10
INCOME,District_1,ALL,8,10_15
INCOME,District_1,ALL,90,15_20
INCOME,District_1,ALL,293,20_25
INCOME,District_1,ALL,109,25_30
INCOME,District_1,ALL,165,30_35
INCOME,District_1,ALL,209,35_40
INCOME,District_1,ALL,306,40_45
INCOME,District_1,ALL,193,45_50
INCOME,District_1,ALL,562,50_60
INCOME,District_1,ALL,688,60_75
INCOME,District_1,ALL,832,75_100
INCOME,District_1,ALL,385,100_125
INCOME,District_1,ALL,243,125_150
INCOME,District_1,ALL,140,150_200
INCOME,District_1,ALL,124,O_200
INCOME,District_1,WHITE,1897,ALL
INCOME,District_1,WHITE,80,U_10
INCOME,District_1,WHITE,0,10_15
INCOME,District_1,WHITE,10,15_20
INCOME,District_1,WHITE,113,20_25
INCOME,District_1,WHITE,56,25_30
INCOME,District_1,WHITE,100,30_35
INCOME,District_1,WHITE,61,35_40
INCOME,District_1,WHITE,108,40_45
INCOME,District_1,WHITE,64,45_50
INCOME,District_1,WHITE,176,50_60
INCOME,District_1,WHITE,220,60_75
INCOME,District_1,WHITE,445,75_100
INCOME,District_1,WHITE,198,100_125
INCOME,District_1,WHITE,110,125_150
INCOME,District_1,WHITE,88,150_200
INCOME,District_1,WHITE,68,O_200
INCOME,District_1,AFAM,2483,ALL
INCOME,District_1,AFAM,25,U_10
INCOME,District_1,AFAM,8,10_15
INCOME,District_1,AFAM,80,15_20
INCOME,District_1,AFAM,180,20_25
INCOME,District_1,AFAM,28,25_30
INCOME,District_1,AFAM,65,30_35
INCOME,District_1,AFAM,126,35_40
INCOME,District_1,AFAM,198,40_45
INCOME,District_1,AFAM,129,45_50
INCOME,District_1,AFAM,386,50_60
INCOME,District_1,AFAM,451,60_75
INCOME,District_1,AFAM,387,75_100
INCOME,District_1,AFAM,187,100_125
INCOME,District_1,AFAM,125,125_150
INCOME,District_1,AFAM,52,150_200
INCOME,District_1,AFAM,56,O_200
INCOME,District_1,AMERIND,0,ALL
INCOME,District_1,AMERIND,0,U_10
INCOME,District_1,AMERIND,0,10_15
INCOME,District_1,AMERIND,0,15_20
INCOME,District_1,AMERIND,0,20_25
INCOME,District_1,AMERIND,0,25_30
INCOME,District_1,AMERIND,0,30_35
INCOME,District_1,AMERIND,0,35_40
INCOME,District_1,AMERIND,0,40_45
INCOME,District_1,AMERIND,0,45_50
INCOME,District_1,AMERIND,0,50_60
INCOME,District_1,AMERIND,0,60_75
INCOME,District_1,AMERIND,0,75_100
INCOME,District_1,AMERIND,0,100_125
INCOME,District_1,AMERIND,0,125_150
INCOME,District_1,AMERIND,0,150_200
INCOME,District_1,AMERIND,0,O_200
INCOME,District_1,ASIAN,39,ALL
INCOME,District_1,ASIAN,0,U_10
INCOME,District_1,ASIAN,0,10_15
INCOME,District_1,ASIAN,0,15_20
INCOME,District_1,ASIAN,0,20_25
INCOME,District_1,ASIAN,0,25_30
INCOME,District_1,ASIAN,0,30_35
INCOME,District_1,ASIAN,22,35_40
INCOME,District_1,ASIAN,0,40_45
INCOME,District_1,ASIAN,0,45_50
INCOME,District_1,ASIAN,0,50_60
INCOME,District_1,ASIAN,17,60_75
INCOME,District_1,ASIAN,0,75_100
INCOME,District_1,ASIAN,0,100_125
INCOME,District_1,ASIAN,0,125_150
INCOME,District_1,ASIAN,0,150_200
INCOME,District_1,ASIAN,0,O_200
INCOME,District_1,PACISL,0,ALL
INCOME,District_1,PACISL,0,U_10
INCOME,District_1,PACISL,0,10_15
INCOME,District_1,PACISL,0,15_20
INCOME,District_1,PACISL,0,20_25
INCOME,District_1,PACISL,0,25_30
INCOME,District_1,PACISL,0,30_35
INCOME,District_1,PACISL,0,35_40
INCOME,District_1,PACISL,0,40_45
INCOME,District_1,PACISL,0,45_50
INCOME,District_1,PACISL,0,50_60
INCOME,District_1,PACISL,0,60_75
INCOME,District_1,PACISL,0,75_100
INCOME,District_1,PACISL,0,100_125
INCOME,District_1,PACISL,0,125_150
INCOME,District_1,PACISL,0,150_200
INCOME,District_1,PACISL,0,O_200
INCOME,District_2,ALL,3820,ALL
INCOME,District_2,ALL,426,U_10
INCOME,District_2,ALL,381,10_15
INCOME,District_2,ALL,271,15_20
INCOME,District_2,ALL,220,20_25
INCOME,District_2,ALL,510,25_30
INCOME,District_2,ALL,258,30_35
INCOME,District_2,ALL,193,35_40
INCOME,District_2,ALL,114,40_45
INCOME,District_2,ALL,202,45_50
INCOME,District_2,ALL,243,50_60
INCOME,District_2,ALL,436,60_75
INCOME,District_2,ALL,245,75_100
INCOME,District_2,ALL,138,100_125
INCOME,District_2,ALL,34,125_150
INCOME,District_2,ALL,77,150_200
INCOME,District_2,ALL,72,O_200
INCOME,District_2,WHITE,288,ALL
INCOME,District_2,WHITE,68,U_10
INCOME,District_2,WHITE,26,10_15
INCOME,District_2,WHITE,0,15_20
INCOME,District_2,WHITE,26,20_25
INCOME,District_2,WHITE,29,25_30
INCOME,District_2,WHITE,8,30_35
INCOME,District_2,WHITE,46,35_40
INCOME,District_2,WHITE,12,40_45
INCOME,District_2,WHITE,32,45_50
INCOME,District_2,WHITE,14,50_60
INCOME,District_2,WHITE,10,60_75
